"PROJANO";"NUMSEN";"ORGAO";"ORIGEM";"TIPOLEI";"DATAORIG";"DATAULT";"ULTACAO";"TNJR";"VETO";"NUMLEI";"EMENTA"
"PEC197/12";"PEC013/11";"SF";1,00;4;10/7/2012 00:00:00;4/2/2015 00:00:00;"RMSF";"NA";"NA";-1;"Altera o § 2º do art. 155 da Constituição Federal, para modificar a sistemática de cobrança do imposto sobre operações relativas à circulação de mercadorias e sobre prestações de serviços de transporte interestadual e intermunicipal e de comunicação incidente sobre as operações e prestações realizadas de forma não presencial e que destinem bens e serviços a consumidor final localizado em outro Estado."
"PEC20";"PEC0057/95";"SF";1,00;4;27/9/1995 00:00:00;16/5/2001 00:00:00;"RJTD";"NA";"NA";-1;"ALTERA DISPOSITIVOS CONSTITUCIONAIS RELATIVOS AOS LIMITES MAXIMOS DE IDADE PARA A NOMEAÇÃO DE MAGISTRADOS E MINISTROS DE TRIBUNAIS E PARA A APOSENTADORIA COMPULSORIA DO SERVIDOR PUBLICO EM GERAL."
"PEC206/12";"PEC033/09";"SF";1,00;4;2/7/2009 00:00:00;16/4/2015 00:00:00;"RMCD";"NA";"NA";-1;"Acrescenta o art. 220-A à Constituição Federal, para dispor sobre a exigência do diploma de curso superior de comunicação social, habilitação jornalismo, para o exercício da profissão de jornalista."
"PEC207/12";"PEC082/11";"SF";1,00;4;28/8/2011 00:00:00;;"TNJR";"NA";"NA";74;"Transformada na Emenda Constitucional 74/2013"
"PEC217/12";"PEC065/11";"SF";1,00;4;6/7/2011 00:00:00;16/7/2014 00:00:00;"TCOM";"NA";"NA";-1;"Altera o art. 27 do Ato das Disposições Constitucionais Transitórias para criar o Tribunal Regional Federal da 6ª Região, em Belo Horizonte, Minas Gerais."
"PEC22";"PEC0061/99";"SF";1,00;4;25/6/1999 00:00:00;4/9/2001 00:00:00;"RJTD";"NA";"NA";-1;"Dá nova redação aos §§ 2º e 3º do artigo 14 da Constituição Federal (concede cidadania ativa e passiva ao estrangeiro, restrita a nível municipal). ART 14 - § 2º Não podem alistar-se como eleitores os estrangeiros e, durante o período do serviço militar obrigatório, os conscritos. § 3º São condições de elegibilidade, na forma da lei:I - a nacionalidade brasileira; II - o pleno exercício dos direitos políticos; III - o alistamento eleitoral; IV - o domicílio eleitoral na circunscrição; V - a filiação partidária; VI - a idade mínima."
"PEC24";"PEC0042/00";"SF";1,00;4;8/11/2000 00:00:00;4/12/2002 00:00:00;"RJTD";"NA";"NA";-1;"Dá nova redação ao art. 217 da Constituição Federal, para vedar a recondução dos dirigentes de entidades de administração do desporto por mais de um período consecutivo."
"PEC25";"PEC0002/89";"SF";1,00;4;8/9/1989 00:00:00;29/11/1989 00:00:00;"RJTD";"NA";"NA";-1;"MODIFICA O PARAGRAFO TERCEIRO DO ART QUARTO DO ATO DAS DISPOSIÇÕES CONSTITUCIONAIS TRANSITORIAS. Art. 4º - § 3º Os mandatos dos Governadores e dos Vice-Governadores eleitos em 15 de novembro de 1986 terminarão em 15 de março de 1991."
"PEC26";"PEC0001/89";"SF";1,00;4;9/6/1989 00:00:00;29/11/1989 00:00:00;"RJTD";"NA";"NA";-1;"ALTERA OS PRAZOS ESTABELECIDOS NO PARAGRAFO SEXTO DO ARTIGO 14, PARA DESINCOMPATIBILIZAÇÃO DO PRESIDENTE DA REPUBLICA, DOS GOVERNADORES DE ESTADO, DO DISTRITO FEDERAL E DOS PREFEITOS."
"PEC27";"PEC0001/92";"SF";1,00;4;31/3/1992 00:00:00;28/10/1992 00:00:00;"RJTD";"NA";"NA";-1;"ARTIGO UNICO. FICA ACRESCIDO AO INCISO III, DO ARTIGO 150, DA CONSTITUIÇÃO FEDERAL A SEGUINTE ALINEA 'C': 'C - SOBRE ALIMENTOS CONSTANTES DA CESTA BASICA DESTINADOS AO CONSUMO INTERNO NO PAIS.'"
"PEC28";"PEC0006/98";"SF";1,00;4;9/3/1998 00:00:00;9/10/2001 00:00:00;"RJTD";"NA";"NA";-1;"INCLUI NO ATO DAS DISPOSIÇÕES CONSTITUCIONAIS TRANSITORIAS ARTIGO QUE REGULARIZA A SITUAÇÃO FUNCIONAL DE SERVIDORES DE EMPRESAS PUBLICAS FEDERAIS QUE HA MAIS DE DEZ ANOS PRESTAM SERVIÇOS A ADMINISTRAÇÃO DIRETA, E DA OUTRAS PROVIDENCIAS."
"PEC286/13";"PEC003/11";"SF";1,00;4;10/2/2011 00:00:00;28/8/2013 00:00:00;"TCOM";"NA";"NA";-1;"Altera os arts. 60 e 61 da Constituição Federal para ampliar a participação popular em iniciativa legislativa."
"PEC291/13";"PEC053/11";"SF";1,00;4;14/6/2011 00:00:00;4/10/2013 00:00:00;"ANXD";"NA";"NA";-1;"Altera a redação do art. 93 da Constituição Federal para excluir a pena de aposentadoria do magistrado, por interesse público."
"PEC293/13";"PEC122/11";"SF";1,00;4;14/12/2011 00:00:00;12/2/2014 00:00:00;"TNJR";"NA";"NA";12;"Altera a redação do inciso VIII do § 3º do art. 142, da Constituição Federal, para estender aos profissionais de saúde das Forças Armadas a possibilidade de cumulação de cargo a que se refere art. 37, inciso XVI, alínea c."
"PEC3";"PEC0008/95";"SF";1,00;4;13/3/1995 00:00:00;19/1/2007 00:00:00;"ARQV";"NA";"NA";-1;"Dá nova redação ao inciso X do § 2º do artigo 155 da Constituição Federal. (Isenção de ICMS). "
"PEC31";"PEC0036/99";"SF";1,00;4;28/4/1999 00:00:00;10/11/2005 00:00:00;"RJTD";"NA";"NA";-1;"Dispõe sobre a incorporação e a transferência das atribuições dos Tribunais e Conselhos de Contas dos Municípios aos Tribunais de Contas dos Estados."
"PEC313/13";"PEC018/13";"SF";1,00;4;9/4/2013 00:00:00;19/2/2014 00:00:00;"PTOD";"NA";"NA";-1;"Altera o art. 55 da Constituição Federal para tornar automática a perda do mandato de parlamentar nas hipóteses de improbidade administrativa ou de condenação por crime contra a Administração Pública.
Apense-se a este(a) o(a) PEC-311/2013"
"PEC33";"PEC0001/03";"SF";1,00;4;19/2/2003 00:00:00;1/4/2009 00:00:00;"PRJD";"NA";"NA";-1;"Altera o § 3º do artigo 100 da Constituição Federal, para determinar que os pagamentos de obrigações devidas aos idosos sejam feitos em espécie e excluídos da obrigatoriedade de expedição de precatórios."
"PEC35";"PEC0051/95";"SF";1,00;4;31/8/1995 00:00:00;19/1/2007 00:00:00;"ARQV";"NA";"NA";-1;"Altera o inciso III do art. 235 da Constituição Federal. (Aumenta o número de membros de Tribunal de Contas de Estados recém-criados)."
"PEC36";"PEC0038/00";"SF";1,00;4;14/9/2000 00:00:00;13/3/2003 00:00:00;"RJTD";"NA";"NA";-1;"Dá nova redação ao § 2º do art. 55 da Constituição Federal, para exigir voto ostensivo no caso de perda de mandato de Deputado e Senador nas hipóteses dos incisos I, II e VI do caput do mesmo artigo."
"PEC368/09";"PEC78/13";"CD";1,00;4;28/5/2009 00:00:00;17/12/2013 00:00:00;"RMSF";"NA";"NA";-1;"Dá nova redação ao art. 42 do Ato das Disposições Constitucionais Transitórias, ampliando o prazo em que a União deverá destinar às regiões Centro-Oeste e Nordeste percentuais mínimos dos recursos destinados à irrigação. Apensada à PEC 46/2011"
"PEC4";"PEC0009/01";"SF";1,00;4;9/5/2001 00:00:00;22/1/2007 00:00:00;"ARQV";"NA";"NA";-1;"Democratiza o processo legislativo por meio de alteração nos artigos 14, 60, 65, 66 e 150, modificando a sistemática de promulgação de projetos de lei e de emendas à Constituição e criando o instituto do referendo de ofício a partir de requerimento de grupo de Deputados Federais ou de Senadores."
"PEC40";"PEC0005/05";"SF";1,00;4;2/3/2005 00:00:00;18/12/2014 00:00:00;"PTOD";"NA";"NA";-1;"Altera o art. 45 da Constituição para conceder ao brasileiro residente no exterior o direito de votar nas eleições."
"PEC424/14";"PEC035/11";"SF";1,00;4;12/5/2011 00:00:00;11/3/2015 00:00:00;"TCOM";"NA";"NA";-1;"Revoga o inciso I do art. 49, acrescenta inciso ao art. 52 e altera a redação do inciso VIII do art. 84 da Constituição Federal, a fim de tornar privativa do Senado Federal a competência para decidir sobre tratados, acordos ou atos internacionais."
"PEC445/09";"PEC07/08";"SF";1,00;4;5/3/2008 00:00:00;10/2/2015 00:00:00;"TNJR";"NA";"NA";69;"Altera os arts. 21, 22 e 48 da Constituição Federal, para transferir da União para o Distrito Federal as atribuições de organizar e manter a Defensoria Pública do Distrito Federal."
"PEC446/2009";"PEC041/08";"SF";1,00;4;28/10/2008 00:00:00;;"PTOD";"NA";"NA";-1;"Institui o piso salarial para os servidores policiais."
"PEC5";"PEC0014/91";"SF";1,00;4;13/8/1991 00:00:00;6/11/1991 00:00:00;"RJTD";"NA";"NA";-1;"ALTERA A REDAÇÃO DO CAPUT DO ARTIGO SEGUNDO E O ARTIGO TERCEIRO DO ATO DAS DISPOSIÇÕES CONSTITUCIONAIS TRANSITORIAS.  Art. 2º  No dia 7 de setembro de 1993 o eleitorado definirá, através de plebiscito, a forma (república ou monarquia constitucional) e o sistema de governo (parlamentarismo ou presidencialismo) que devem vigorar no País. Art. 3º A revisão constitucional será realizada após cinco anos, contados da promulgação da Constituição, pelo voto da maioria absoluta dos membros do Congresso Nacional, em sessão unicameral."
"PEC515/10";"PEC064/07";"SF";1,00;4;7/8/2007 00:00:00;11/2/2015 00:00:00;"PTOD";"NA";"NA";-1;"Altera a redação do inciso XVIII do art. 7º da Constituição Federal, para aumentar para 180 (cento e oitenta) dias a duração do período da licença à gestante"
"PLP0253/01";"PLS0497/99";"SF";1,00;5;18/8/1999 00:00:00;11/5/2010 00:00:00;"TCOM";"NA";"NA";-1;"Autoriza o Poder Executivo a criar a Região Integrada de Desenvolvimento do Amapá e Pará - RIAPA e instituir o Programa Especial de Desenvolvimento do Delta do Rio Amazonas e dá outras providências."
"PLP0254/98";"PLS0104/96";"SF";1,00;5;21/5/1996 00:00:00;26/9/2001 00:00:00;"PRJD";"NA";"NA";-1;"Dispõe sobre a presença de identificação tátil entre as características gerais das cédulas de moeda-papel. ALTERA A LEI Nº 4.595, DE 1964."
"PLP0265/90";"-1";"EF";2,00;5;6/12/1990 00:00:00;13/12/1990 00:00:00;"TRPL";"NA";"NA";-1;"ALTERA A LEGISLAÇÃO DO IMPOSTO DE SOBRE A RENDA RELATIVA A INCENTIVOS FISCAIS, ESTABELECE NOVAS CONDIÇÕES OPERACIONAIS DOS FUNDOS DE INVESTIMENTOS REGIONAIS E DA OUTRAS PROVIDENCIAS. RESTABELECENDO A APLICAÇÃO DE PARTE DO IMPOSTO DEVIDO NOS FUNDOS DE INVESTIMENTO, PRORROGANDO A VIGENCIA, ATE O ANO 2000, AS DESTINAÇÕES PARA O PIN E PROTERRA, E DISPONDO SOBRE A EXTINÇÃO, NO PRAZO DE 10 ANOS, DAS OPÇÕES POR DEDUÇÕES DO IMPOSTO DE RENDA DEVIDO EM FAVOR DO FINOR, FINAM E FUNRES."
"PLP0275/01";"PLS0149/01";"SF";1,00;5;23/8/2001 00:00:00;16/5/2014 00:00:00;"TNJR";"PRO";"NA";14;"ATUALIZA A EMENTA E ALTERA O ARTIGO PRIMEIRO DA LEI COMPLEMENTAR 51, DE 20 DE DEZEMBRO DE 1985, QUE DISPÕE SOBRE A APOSENTADORIA DO FUNCIONÁRIO POLICIAL, NOS TERMOS DO ARTIGO 103, DA CONSTITUIÇÃO FEDERAL, PARA REGULAMENTAR A APOSENTADORIA DA MULHER SERVID"
"PLP0276/02";"-1";"EF";2,00;5;24/1/2002 00:00:00;26/1/2006 00:00:00;"PTOD";"NA";"NA";-1;"Altera a Lei Complementar nº 90, de 1º de outubro de 1997, que determina os casos em que forças estrangeiras possam transitar pelo território nacional ou nele permanecer temporariamente. Permitindo que o Presidente da República estabeleça a delegação de competência ao Ministro da Defesa e a subdelegação aos Comandantes da Marinha, do Exército e da Aeronáutica."
"PLP0277/05";"PLC0040/10";"CD";1,00;5;5/7/2005 00:00:00;28/8/2012 00:00:00;"TNJR";"SUB";"NA";14;"Dispõe sobre a concessão de aposentadoria especial à pessoa com deficiência filiada ao Regime Geral de Previdência Social. Concessão de aposentadoria especial à pessoa com deficiência filiada ao Regime Geral da Previdência Social, submetida a condições próprias de tempo de contribuição ou de idade, conforme o caso; critérios de cálculo para definição da renda mensal da aposentadoria devida ao segurado com deficiência; definição de pessoa com deficiência para os fins da lei."
"PLP0288/13";"PLS0240/13";"SF";1,00;5;18/6/2013 00:00:00;18/7/2013 00:00:00;"TNJR";"PRE";"PM";14;"Altera a Lei Complementar n° 62, de 28 de dezembro de 1989, a Lei n° 5.172, de 25 de outubro de 1966 (Código Tributário Nacional), e a Lei n° 8.443, de 16 de julho de 1992 (Lei Orgânica do Tribunal de Contas da União), para dispor sobre os critérios de rateio do Fundo de Participação dos Estados e do Distrito Federal (FPE); e revoga dispositivos da Lei n° 5.172, de 25 de outubro de 1966."
"PLP03";"PLS0135/93";"SF";1,00;5;18/10/1993 00:00:00;15/12/1993 00:00:00;"RJTD";"NA";"NA";-1;"ACRESCENTA PARAGRAFO AO ART. 38 DA LEI 4595, DE 31 DE DEZEMBRO DE 1964, PARA EXCLUIR DO BENEFICIO DO SIGILO BANCARIO AS PESSOAS QUE MENCIONA. COMPLEMENTAR."
"PLP0306/08";"PLS0121/07";"SF";1,00;5;20/3/2007 00:00:00;13/1/2012 00:00:00;"TNJR";"SUB";"PS";14;"Dispõe sobre os valores mínimos a serem aplicados anualmente por Estados, Distrito Federal, Municípios e União em ações e serviços públicos de saúde, os critérios de rateio dos recursos de transferências para a saúde e as normas de fiscalização, avaliação e controle das despesas com saúde nas três esferas de governo. Regulamenta os §§ 2º e 3º do art. 198 da Constituição Federal de 1988 (texto da Emenda Constitucional nº 29, de 2000). Cria a Contribuição Social para a Saúde (CSS). (Redação do Substitutivo)."
"PLP0311/05";"PLS0162/04";"SF";1,00;5;27/5/2004 00:00:00;2/6/2010 00:00:00;"TCOM";"NA";"NA";-1;"Dispõe sobre a atuação das Forças Armadas e da Polícia Federal nas unidades de conservação."
"PLP0344/02";"-1";"EF";2,00;5;11/11/2002 00:00:00;21/9/2005 00:00:00;"PTOD";"NA";"NA";-1;"Altera a Lei nº 4.595, de 31 de dezembro de 1964, que dispõe sobre a política e as instituições monetárias, bancárias e creditícias, cria o Conselho Monetário Nacional, e dá outras providências. Estabelecendo a competência do Banco Central para decidir sobre os atos de concentração entre instituições financeiras que afetem a higidez do sistema financeiro."
"PLP0347/02";"PLS0128/02";"SF";1,00;5;14/5/2002 00:00:00;16/12/2002 00:00:00;"TNJR";"PRE";"NA";11;"ALTERA DISPOSITIVOS DA LEI COMPLEMENTAR 87, DE 13 DE SETEMBRO DE 1996, QUE DISPÕE SOBRE O IMPOSTO DOS ESTADOS E DO DISTRITO FEDERAL SOBRE OPERAÇÕES RELATIVAS À CIRCULAÇÃO DE MERCADORIAS E SOBRE PRESTAÇÕES DE SERVIÇOS DE TRANSPORTES INTERESTADUAL E INTERMU"
"PLP0348/02";"-1";"EF";2,00;5;26/11/2002 00:00:00;2/4/2003 00:00:00;"TCOM";"NA";"NA";-1;"Institui o Fundo Constitucional do Distrito Federal - FCDF, para atender o disposto no inciso XIV do art. 21 da Constituição Federal. Criando o FCDF com a finalidade de prover recursos à organização e manutenção da segurança pública do Distrito Federal, bem como a assistência financeira para execução de serviços públicos, prioritariamente em saúde e educação."
"PLP0349/02";"PLC0109/02";"EF";2,00;5;6/12/2002 00:00:00;26/12/2002 00:00:00;"TNJR";"PRO";"NA";11;"ALTERA AS LEIS COMPLEMENTARES 87, DE 13 DE SETEMBRO DE 1996, E 102, DE 11 DE JULHO DE 2000. PRORROGANDO ATÉ 2006 O PRAZO DA VIGÊNCIA DO FUNDO ORÇAMENTÁRIO INSTITUÍDO PELA LEI KANDIR."
"PLP0351/02";"PLS0053/00";"SF";1,00;5;2/3/2000 00:00:00;8/12/2011 00:00:00;"PTOD";"NA";"NA";-1;"Cria reserva do Fundo de Participação dos Estados e do Distrito Federal - FPE, para as unidades da Federação que abriguem, em seus territórios, unidades de conservação da natureza ou terras indígenas demarcadas. Altera a Lei Complementar nº 62, de 1989."
"PLP0352/02";"PLS0240/01";"SF";1,00;5;8/11/2001 00:00:00;30/12/2010 00:00:00;"TNJR";"SUB";"NA";13;"Altera a Lei Complementar nº 87, de 13 de setembro de 1996, que dispõe sobre o imposto dos Estados e do Distrito Federal sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação, e dá outras providências. Estabelecendo que a incidência do ICMS sobre a energia elétrica alcance todas as etapas desde a produção ou importação até a sua destinação final."
"PLP0362/06";"PLC0042/12";"EF";2,00;5;25/5/2006 00:00:00;16/5/2014 00:00:00;"TNJR";"SUB";"NA";14;"Altera dispositivo da Lei Complementar nº 93, de 4 de fevereiro de 1998, que institui o Fundo de Terras e da Reforma Agrária - Banco da Terra - e dá outras providências. Autoriza a concessão de financiamento, por meio do Banco da Terra, ao beneficiário de imóvel rural objeto de partilha decorrente de direito de herança, visando a permitir a continuidade da propriedade para um ou mais membros da família."
"PLP0374/08";"PLC0022/10";"EF";2,00;5;30/5/2008 00:00:00;14/4/2010 00:00:00;"TNJR";"SUB";"PS";13;"Dispõe sobre o aperfeiçoamento dos instrumentos de seguro rural para a proteção da produção agrícola, pecuária, aqüícola e de florestas no Brasil, mediante a instituição de mecanismos para fazer frente a catástrofes decorrentes de eventos da natureza e de doenças e pragas, incluindo subvenção econômica, e dá outras providências. Autoriza as seguradoras privadas a constituirem ""Fundo de Catástrofe"" para cobertura das operações de seguro rural contra efeitos climáticos catastróficos, em substituição ao FESR. Altera a Lei nº 10.823, de 2003; e revoga dispositivos da Lei nº 8.171, de 1991 e do Decreto-Lei nº 73, de 1966."
"PLP0375/06";"PLC0136/08";"EF";2,00;5;16/8/2006 00:00:00;18/1/2010 00:00:00;"TNJR";"PRO";"NA";13;"Dispõe sobre a composição do Conselho de Administração da Superintendência da Zona Franca de Manaus, e dá outras providências. Revoga a Lei Complementar nº 68, de 1991."
"PLP0380/06";"PLS0068/06";"SF";1,00;5;21/3/2006 00:00:00;12/12/2006 00:00:00;"TNJR";"PRE";"NA";12;"Altera o art. 33 da Lei Complementar nº 87, de 13 de setembro de 1996, que dispõe sobre o imposto dos Estados e do Distrito Federal sobre operações relativas à circulação de mercadorias e sobre prestações de serviços de transporte interestadual e intermunicipal e de comunicação, e dá outras providências, para prorrogar os prazos previstos em relação à apropriação dos créditos do ICMS. Prorroga o prazo até 2011."
"PLP0386/08";"-1";"EF";2,00;5;11/7/2008 00:00:00;24/5/2013 00:00:00;"ANXD";"NA";"NA";-1;"Regulamenta o adequado tratamento tributário para o ato cooperativo de que trata a alínea ""c"" do inciso III do art. 146 da Constituição. Altera a Constituição Federal de 1988; conceitua ato cooperativo, concede isenção tributária, mantêm incidência de tributos; dispõe sobre a sociedade cooperativa de consumo; disciplina a incidência de tributos em relação aos valores pagos, creditados ou capitalizados pela sociedade cooperativa em decorrência do ato cooperativo."
"PLP0388/07";"-1";"EF";2,00;5;24/1/2007 00:00:00;16/12/2009 00:00:00;"PRJD";"NA";"NA";-1;"Fixa normas para a cooperação entre a União, os Estados, o Distrito Federal e os Municípios, nas ações administrativas decorrentes do exercício da competência comum relativas à proteção das paisagens naturais notáveis, à proteção do meio ambiente, ao combate à poluição em qualquer de suas formas e à preservação das florestas, da fauna e da flora, previstas no art. 23, incisos III, VI e VII, da Constituição. Regulamenta a Constituição Federal de 1988. Programa de Aceleração do Crescimento - PAC."
"PLP0446/09";"-1";"EF";2,00;5;10/2/2009 00:00:00;11/5/2010 00:00:00;"PRJD";"NA";"NA";-1;"Estabelece, de acordo com o art. 14, § 9º, da Constituição, casos de inelegibilidade, alterando a Lei Complementar nº 64, de 18 de maio de 1990. Torna inelegível candidato que tenha sofrido condenação por decisão tomada por órgão colegiado ou em decisão de primeira instância, seja por crime eleitoral ou por um rol de delitos, que inclui abuso de poder econômico ou político e por vários outros crimes. Proposição que integra a REFORMA POLÍTICA."
"PLP0462/09";"PLC0200/09";"CD";1,00;5;8/4/2009 00:00:00;29/12/2009 00:00:00;"TNJR";"SUB";"NA";13;"Altera a Lei Complementar n° 123, de 14 de dezembro de 2006. Estabelece que as empresas de produção cultural e artística serão tributadas a partir de 6% (seis por cento), possibilitando o enquadramento dos grupos de artes cênicas no Simples Nacional."
"PLP0468/09";"-1";"EF";2,00;5;16/4/2009 00:00:00;7/10/2009 00:00:00;"PRJD";"NA";"NA";-1;"Altera a Lei Complementar nº 123, de 14 de dezembro de 2006. Estabelece que as atividades de prestação de serviços - produção cultural e artística, produção cinematográfica e de artes cênicas retornem à tributação, no Simples Nacional, pelo Anexo IV do Estatuto, onde a cota patronal previdenciária é paga à parte."
"PLP0469/09";"-1";"EF";2,00;5;20/4/2009 00:00:00;12/12/2012 00:00:00;"TCOM";"NA";"NA";-1;"Altera e acrescenta dispositivos à Lei nº 5.172, de 25 de outubro de 1966 - Código Tributário Nacional. Dispõe sobre a interrupção da prescrição e a suspensão da exigibilidade do crédito tributário; possibilita a adoção de um modelo mais amplo de transação tributária. Atribui responsabilidade subsidiária ao representante, gestor ou diretor de pessoas físicas ou jurídicas devedoras. PROJETO DO 2º PACTO REPUBLICANO."
"PLP0497/09";"-1";"CD";1,00;5;5/8/2009 00:00:00;31/1/2011 00:00:00;"ARQV";"NA";"NA";-1;"Autoriza a divulgação de informações sobre operações de importação e exportação. Altera o art. 21 da Lei nº 8.884, de 11 de junho de 1994 e o art. 198 da Lei nº 5.172, de 25 de outubro de 1966."
"PLP05";"PLS0040/92";"SF";1,00;5;8/4/1992 00:00:00;3/5/1995 00:00:00;"RJTD";"NA";"NA";-1;"REGULAMENTA DISPOSITIVOS CONSTITUCIONAIS QUE ENUNCIAM NORMAS SOBRE OS PAGAMENTOS PELO PODER PUBLICO A SEUS FORNECEDORES DE BENS E SERVIÇOS, ASSIM COMO A EXECUTORES DE OBRAS, E DA OUTRAS PROVIDENCIAS. COMPLEMENTAR."
"PLP0506/09";"-1";"CD";1,00;5;28/8/2009 00:00:00;15/2/2011 00:00:00;"TCOM";"NA";"NA";-1;"Altera, para as empresas exportadoras, o Estatuto Nacional da Microempresa e da Empresa de Pequeno Porte de que trata a Lei Complementar nº 123, de 14 de dezembro de 2006. Amplia em até vinte por cento os limite para enquadramento no Simples Nacional para micro e pequenas empresa que realizem operações de comércio internacional."
"PLP0507/09";"-1";"CD";1,00;5;28/8/2009 00:00:00;4/2/2015 00:00:00;"ANXD";"NA";"NA";-1;"Altera limites de enquadramento para o Estatuto Nacional da Microempresa e da Empresa de Pequeno Porte de que trata a Lei Complementar nº 123, de 14 de dezembro de 2006."
"PLP0508/09";"-1";"CD";1,00;5;28/8/2009 00:00:00;31/1/2011 00:00:00;"ARQV";"NA";"NA";-1;"Dispõe sobre a ampliação das ações do Banco Nacional de Desenvolvimento Econômico e Social - BNDES voltadas ao financiamento às exportações de bens e serviços brasileiros, estabelecendo as condições para que realize operações de seguro de crédito à exportação e contratações de resseguro e co-seguro em virtude dessa atividade. Altera as Leis nºs 5.662, de 1971; 6.704, de 1979; o Decreto-Lei nº 73, de 1966; e a Lei Complementar nº 126, de 2007"
"PLP0509/09";"-1";"CD";1,00;5;28/8/2009 00:00:00;6/2/2015 00:00:00;"ANXD";"NA";"NA";-1;"Dispõe sobre a regulação dos serviços de pagamentos, que incluem as atividades relacionadas à emissão e credenciamento de cartões de crédito e de débito e dos demais instrumentos de pagamento, e o compartilhamento da infraestrutura de coleta e processamento de informações na execução desses serviços."
"PLP0530/09";"-1";"STF";3,00;5;27/10/2009 00:00:00;11/4/2011 00:00:00;"TCOM";"NA";"NA";-1;"Acrescenta o § 7º ao art. 20 da Lei Complementar nº 101, de 04 de maio de 2000, que estabelece normas de finanças públicas voltadas para a responsabilidade na gestão fiscal e dá outras providências."
"PLN0033/91";"PLN0033/91";"EF";2,00;2;6/9/1991 00:00:00;30/12/1991 00:00:00;"TNJR";"SUB";"NA";8380;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO CREDITOS ADICIONAIS NO VALOR DE CR 915.608.000,00 (NOVECENTOS E QUINZE MILHÕES, SEISCENTOS E OITO MIL CRUZEIROS), PARA OS FINS QUE ESPECIFICA."
"PLN0033/92";"PLN0033/92";"EF";2,00;2;19/8/1992 00:00:00;1/12/1992 00:00:00;"TNJR";"PRE";"NA";8510;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO CREDITO ADCIONAL ATE O LIMITE DE CR 13.513.160.000,00 (TREZE BILHÕES, QUINHENTOS E TREZE MILHÕES, CENTO E SESSENTA MIL CRUZEIROS) PARA OS FINS QUE ESPECIFICA."
"PLN0033/93";"PLN0033/93";"EF";2,00;2;28/9/1993 00:00:00;13/12/1993 00:00:00;"TNJR";"PRO";"NA";8755;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO, EM FAVOR DO MINISTERIO DA JUSTIÇA, CREDITO SUPLEMENTAR NO VALOR DE CR 12.922.983,00 (DOZE MILHÕES, NOVECENTOS E VINTE E DOIS MIL E NOVECENTOS E OITENTA E TRES CRUZEIROS REAIS), PARA OS FINS QUE ESPECIFICA. AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO, EM FAVOR DO MINISTERIO DA JUSTIÇA, CREDITO SUPLEMENTAR NO VALOR DE CR 12.922.983,00 (DOZE MILHÕES, NOVECENTOS E VINTE E DOIS MIL E NOVECENTOS E OITENTA E TRES CRUZEIROS REAIS), PARA OS FINS QUE ESPECIFICA."
"PLN0033/95";"PLN0033/95";"EF";2,00;2;21/8/1995 00:00:00;10/10/1995 00:00:00;"TNJR";"PRO";"NA";9110;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO, EM FAVOR DO MINISTERIO DOS TRANSPORTES, CREDITO SUPLEMENTAR NO VALOR DE R$ 3.922.922,00 (TRES MILHÕES, NOVECENTOS E VINTE E DOIS MIL, NOVECENTOS E VINTE E DOIS REAIS), E CREDITO ESPECIAL ATE O LIMITE DE R$ 11.118.618,00 (ONZE MILHÕES, CENTO E DEZOITO MIL, SEISCENTOS E DEZOITO RAIS), PARA OS FINS QUE ESPECIFICA."
"PLN0033/96";"PLN0033/96";"EF";2,00;2;22/10/1996 00:00:00;17/12/1996 00:00:00;"TNJR";"PRO";"NA";9368;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO, EM FAVOR DA PRESIDENCIA DA REPUBLICA, CREDITO SUPLEMENTAR NO VALOR DE R$ 56.298,00 (CINQUENTA E SEIS MIL, DUZENTOS E NOVENTA E OITO REAIS), PARA OS FINS QUE ESPECIFICA."
"PLN0033/97";"PLN0033/97";"EF";2,00;2;6/10/1997 00:00:00;18/12/1997 00:00:00;"TNJR";"PRO";"NA";9563;"AUTORIZA O PODER EXECUTIVO A ABRIR AO ORÇAMENTO FISCAL DA UNIÃO, EM FAVOR DO MINISTERIO DA FAZENDA, CREDITO ESPECIAL ATE O LIMITE DE R$ 100.200.000,00 (CEM MILHÕES E DUZENTOS MIL REAIS), PARA OS FINS QUE ESPECIFICA."
